,title,authors,blurb,citations,citation_rate,year,link
740,A hadoop based platform for natural language processing of web pages and documents,"['P Nesi', 'G Pantaleo', 'G Sanesi']","The rapid and extensive pervasion of information through the web has enhanced the diffusion of a huge amount of unstructured natural language textual resources. A great interest has arisen in the last decade for discovering, accessing and sharing such a vast ",26,4.333333333333333,2015,https://www.sciencedirect.com/science/article/pii/S1045926X15000749
741,Developing natural language interfaces: Processing human conversations,['R Suereth']," For practical answers to these and mnay other common natural language processing
questions—and as a hands-on toolforthe development of the most versatile and easiest-to-operate
natural language programs—this trail-blazing book is without equal. top of page AUTHORS  
",26,1.04,1996,https://dl.acm.org/citation.cfm?id=541221
742,Studi analisis metode-metode parsing dan interpretasi semantik pada natural language processing,['J Suciadi'],"Three main processes in Natural Language Processing are syntax analysis or parsing, semantic interpretation and contextual interpretation. This paper discuss about the first and the second of these processes. Parsing is the recognition of the sentence structure based on ",26,1.5294117647058822,2004,http://203.189.120.189/ejournal/index.php/inf/article/view/15799
743,Deriving comorbidities from medical records using natural language processing,"['H Salmasian', 'DE Freedberg']",Extracting comorbidity information is crucial for phenotypic studies because of the confounding effect of comorbidities. We developed an automated method that accurately determines comorbidities from electronic medical records. Using a modified version of the ,26,3.25,2013,https://academic.oup.com/jamia/article-abstract/20/e2/e239/710154
744,Integrating data from natural language processing into a clinical information system.,"['SB Johnson', 'C Friedman']","Demographic data extracted from discharge summaries by natural language processing was compared to data gathered by a conventional hospital admitting system. Discrepancies in data were noted in names, age, sex, race, and ethnicity. Some differences are attributable ",26,1.04,1996,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2233157/
745,Natural language processing for social inclusion: a text simplification architecture for different literacy levels,"['C Gasperin', 'E Maziero', 'L Specia', 'T Pardo']","Text simplification is a research area of Natural Language Processing, whose goal is to maximize text comprehension through simplification of its linguistic structure. This paper presents our approach for Brazilian Portuguese text simplification. As people have different ",26,2.1666666666666665,2009,https://www.academia.edu/download/39175700/SEMISH2009-GasperinEtAl.pdf
746,Real-time natural language processing of datastreams,"['E Smith', 'V Szilagyi']",Abstract Systems and methods for identifying and locating related content using natural language processing are generally disclosed herein. One embodiment includes an HTML5/JavaScript user interface configured to execute scripting commands to perform ,26,6.5,2017,https://patents.google.com/patent/US9710461B2/en
747,"Semantic measures: Using natural language processing to measure, differentiate, and describe psychological constructs.","['ONE Kjell', 'K Kjell', 'D Garcia', 'S Sikström']","Psychological constructs, such as emotions, thoughts, and attitudes are often measured by asking individuals to reply to questions using closed-ended numerical rating scales. However, when asking people about their state of mind in a natural context (“How are ",26,13.0,2019,https://psycnet.apa.org/doiLanding?doi=10.1037/met0000191
748,Review on natural language processing,"['A Reshamwala', 'D Mishra', 'P Pawar']",Natural language processing is a branch of computer science and artificial intelligence which is concerned with interaction between computers and human languages. Natural language processing is the study of mathematical and computational modeling of various ,26,3.25,2013,https://www.researchgate.net/profile/Alpa_Reshamwala/publication/235788362_REVIEW_ON_NATURAL_LANGUAGE_PROCESSING/links/00463516276f412048000000.pdf
749,Natural language processing in textual information retrieval and related topics,"['M Vallez', 'R Pedraza']","1. Introduction 2. Problems with natural language processing: linguistic variation and ambiguity 
3. Natural Language processing in textual information retrieval 3.1. Statistical processing of natural 
language 3.2. Linguistic processing of natural language 4. Related topics in research 5. Conclusions ",26,1.8571428571428572,2007,http://eprints.rclis.org/15576/1/Natural%20Language%20Processing%20in%20Textual%20Information%20Retrieval%20and%20Related%20Topics%20-%20Hipertext%20-%20(%20UPF.pdf
750,"Steven bird, ewan klein and edward loper: Natural language processing with python, analyzing text with the natural language toolkit",['W Wagner'],"Natural Language Processing (NLP) is experiencing rapid growth as its theories and methods are more and more deployed in a wide range of different fields. In the humanities, the work on corpora is gaining increasing prominence. Within industry, people need NLP for ",26,2.3636363636363638,2010,https://link.springer.com/article/10.1007/s10579-010-9124-x
751,The use of natural language processing in computer-assisted language instruction,"['A Bailin', 'P Thomson']",This article describes the natural language processing techniques used in two computer-assisted language instruction programs: VERBCON and PARSER. VERBCON is a template-type program which teaches students how to use English verb forms in written texts. In the ,26,0.7878787878787878,1988,https://link.springer.com/article/10.1007/BF00057649
752,Natural language processing technologies for developing a language learning environment,"['H Wahl', 'W Winiwarter', 'G Quirchmayr']","ABSTRACT So far, Computer-Assisted Language Learning (CALL) comes in many different flavors. Our research work focuses on developing an integrated e-learning environment that allows improving language skills in specific contexts. Integrated e-learning environment ",25,2.272727272727273,2010,https://dl.acm.org/doi/abs/10.1145/1967486.1967546
753,Natural language processing system and method for knowledge management,"['T Yale', 'L Stone']","A computerized natural language processing system and method for knowledge management. The system is made up of a computer keyboard for entering data into the system, at least one server computer having a processor, an area of main memory for ",25,1.3888888888888888,2003,https://patents.google.com/patent/US20030004706A1/en
754,Recent advances in natural language processing for biomedical applications,"['N Collier', 'A Nazarenko', 'R Baud', 'P Ruch']","We survey a set a recent advances in natural language processing applied to biomedical applications, which were presented in Geneva, Switzerland, in 2004 at an international workshop. While text mining applied to molecular biology and biomedical literature can ",25,1.6666666666666667,2006,https://www.sciencedirect.com/science/article/pii/S1386505605000900
755,Speech analysis by natural language processing techniques: a possible tool for very early detection of cognitive decline?,"['D Beltrami', 'G Gagliardi', 'R Rossini Favretti']","The discovery of early, non-invasive biomarkers for the identification of"" preclinical” or “pre-symptomatic” Alzheimer's disease and other dementias is a key issue, especially for research purposes, the design of preventive clinical trials, and drafting population-based ",25,8.333333333333334,2018,https://www.frontiersin.org/articles/10.3389/fnagi.2018.00369/full
756,Natural language processing using online analytic processing for assessing recommendations in radiology reports,"['PA Dang', 'MK Kalra', 'MA Blake', 'TJ Schultz']","Purpose The study purpose was to describe the use of natural language processing (NLP) and online analytic processing (OLAP) for assessing patterns in recommendations in unstructured radiology reports on the basis of patient and imaging characteristics, such as ",25,1.9230769230769231,2008,https://www.sciencedirect.com/science/article/pii/S1546144007005352
757,Natural language processing and its use in education,['KM Alhawiti'],Natural Language Processing (NLP) is an effective approach for bringing improvement in educational setting. Implementing NLP involves initiating the process of learning through the natural acquisition in the educational systems. It is based on effective approaches for ,25,3.5714285714285716,2014,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.677.4290&rep=rep1&type=pdf#page=84
758,Modeling legislation using natural language processing,"['R Van Gog', 'TM Van Engers']","This paper describes the possibilities of the translation of legislation, which is written in natural language, into a formal language, ie UML/OCL. The tool OPAL (Object-oriented Parsing and Analysis of Legislation) is developed to support the automatic modelling of ",25,1.25,2001,https://ieeexplore.ieee.org/abstract/document/969873/
759,Wide coverage natural language processing using kernel methods and neural networks for structured data,"['S Menchetti', 'F Costa', 'P Frasconi', 'M Pontil']","Convolution kernels and recursive neural networks are both suitable approaches for supervised learning when the input is a discrete structure like a labeled tree or graph. We compare these techniques in two natural language problems. In both problems, the learning ",25,1.5625,2005,https://www.sciencedirect.com/science/article/pii/S0167865505000668
760,Using machine learning and natural language processing algorithms to automate the evaluation of clinical decision support in electronic medical record ,"['DA Szlosek', 'J Ferrett']","Methods: Modeled after the EMR system EPIC at Maine Medical Center, we developed a dummy data set containing physician notes in free text for 3,621 artificial patients records undergoing a head computed tomography (CT) scan for mild traumatic brain injury after the ",25,5.0,2016,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc5019306/
761,"A ""natural logic"" for natural language processing and knowledge representation",['SS Ali'],We de ne a knowledge representation and inference formalism that is well suited to natural language processing. In this formalism every subformula of a formula is closed. We motivate this by observing that any formal language with (potentially) open sentences is an ,25,0.8928571428571429,1993,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.36.2498&rep=rep1&type=pdf
762,COMLEX Syntax–A Large Syntactic Dictionary for Natural Language Processing,"['C Macleod', 'R Grishman', 'A Meyers']","This article is a detailed account of COMLEX Syntax, an on-line syntactic dictionary of English, developed by the Proteus Project at New York University under the auspices of the Linguistics Data Consortium. This lexicon was intended to be used for a variety of tasks in ",25,1.0416666666666667,1997,https://link.springer.com/article/10.1023/A:1001142417369
763,Natural language processing techniques for extracting and categorizing finding measurements in narrative radiology reports,"['M Sevenster', 'J Buurman', 'P Liu', 'JF Peters']","Background Accumulating quantitative outcome parameters may contribute to constructing a healthcare organization in which outcomes of clinical procedures are reproducible and predictable. In imaging studies, measurements are the principal category of quantitative ",25,4.166666666666667,2015,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4586346/
764,Using inductive logic programming for natural language processing,"['J Cussens', 'D Page', 'S Muggleton']","We summarise recent work on using Inductive Logic Programming (ILP) for Natural Language Processing (NLP). ILP performs learning in a rst-order logical setting, and is thus well-suited to induce over the various structured representations used in NLP. We present ",25,1.0416666666666667,1997,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.47.6736&rep=rep1&type=pdf
765,Deep learning for natural language processing,"['P Goyal', 'S Pandey', 'K Jain']","This book attempts to simplify and present the concepts of deep learning in a very comprehensive manner, with suitable, full-fledged examples of neural network architectures, such as Recurrent Neural Networks (RNNs) and Sequence to Sequence (seq2seq), for ",25,8.333333333333334,2018,https://link.springer.com/content/pdf/10.1007/978-1-4842-3685-7.pdf
766,Automating curation using a natural language processing pipeline,"['B Alex', 'C Grover', 'B Haddow', 'M Kabadjov', 'E Klein']",Abstract Background: The tasks in BioCreative II were designed to approximate some of the laborious work involved in curating biomedical research papers. The approach to these tasks taken by the University of Edinburgh team was to adapt and extend the existing natural  ,25,1.9230769230769231,2008,https://link.springer.com/article/10.1186/gb-2008-9-s2-s10
767,"Attention, please! a critical review of neural attention models in natural language processing","['A Galassi', 'M Lippi', 'P Torroni']","Attention is an increasingly popular mechanism used in a wide range of neural architectures. Because of the fast-paced advances in this domain, a systematic overview of attention is still missing. In this article, we define a unified model for attention architectures ",25,12.5,2019,https://arxiv.org/abs/1902.02181
768,"NLARE, a natural language processing tool for automatic requirements evaluation","['C Huertas', 'R Juárez']","Most research works have found that an important root cause of software project failure comes from the requirements; their quality has an important impact over other artifacts. As the requirements are expressed in natural language, they can be an important source of ",25,2.7777777777777777,2012,https://dl.acm.org/doi/abs/10.1145/2381716.2381786
769,Towards applying text mining and natural language processing for biomedical ontology acquisition,"['TR Inniss', 'JR Lee', 'M Light', 'MA Grassi']","The use of text mining and natural language processing can extend into the realm of knowledge acquisition and management for biomedical applications. In this paper, we describe how we implemented natural language processing and text mining techniques on ",25,1.6666666666666667,2006,https://dl.acm.org/doi/abs/10.1145/1183535.1183539
770,Automated identification of surveillance colonoscopy in inflammatory bowel disease using natural language processing,"['JK Hou', 'M Chang', 'T Nguyen', 'JR Kramer']","Background Differentiating surveillance from non-surveillance colonoscopy for colorectal cancer in patients with inflammatory bowel disease (IBD) using electronic medical records (EMR) is important for practice improvement and research purposes, but diagnosis code ",24,3.0,2013,https://link.springer.com/content/pdf/10.1007/s10620-012-2433-8.pdf
771,Effectiveness and efficiency in natural language processing for large amounts of text,"['G Ruge', 'C Schwarz', 'AJ Warner']",An efficient and effective system for natural language processing (NLP) was developed for improving free text analysis. The main linguistic ideas and the global system architecture are described. For improving effectiveness while keeping efficiency high we made use of ,24,0.8,1991,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-4571(199107)42:6%3C450::AID-ASI7%3E3.0.CO;2-U
772,Tracking medical students' clinical experiences using natural language processing,"['JC Denny', 'L Bastarache', 'EA Sastre']",Graduate medical students must demonstrate competency in clinical skills. Current tracking methods rely either on manual efforts or on simple electronic entry to record clinical experience. We evaluated automated methods to locate 10 institution-defined core clinical ,24,2.0,2009,https://www.sciencedirect.com/science/article/pii/S1532046409000240
773,Parallel Natural Language Processing,"['G Adriaens', 'U Hahn']","Parallel processing is not only a general topic of interest for computer scientists and researchers in artificial intelligence, but it is gaining more and more attention in the community of scientists studying natural language and its processing (computational ",24,0.8888888888888888,1994,https://books.google.com/books?hl=en&lr=&id=G9-67_mQPnkC&oi=fnd&pg=PP7&dq=%22natural+language+processing%22&ots=ssveejJe_V&sig=ujExnaZp5UZAS8NrnHlFdIZr5L0
774,A natural language processing tool for large-scale data extraction from echocardiography reports,"['C Nath', 'MS Albaghdadi', 'SR Jonnalagadda']",Large volumes of data are continuously generated from clinical notes and diagnostic studies catalogued in electronic health records (EHRs). Echocardiography is one of the most commonly ordered diagnostic tests in cardiology. This study sought to explore the feasibility ,24,4.8,2016,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0153749
775,Parsimonious memory unit for recurrent neural networks with application to natural language processing,['M Morchid'],"Abstract Recurrent Neural Networks (RNN) receive an important interest from Artificial Intelligence researches (AI) this last decade due to their high capability to learn complex internal structures to expose relevant information. However, RNNs fail to reveal long-term ",24,8.0,2018,https://www.sciencedirect.com/science/article/pii/S0925231218306660
776,Detecting inpatient falls by using natural language processing of electronic medical records,['S Toyabe'],"Incident reporting is the most common method for detecting adverse events in a hospital. However, under-reporting or non-reporting and delay in submission of reports are problems that prevent early detection of serious adverse events. The aim of this study was to ",24,2.6666666666666665,2012,https://bmchealthservres.biomedcentral.com/articles/10.1186/1472-6963-12-448
777,Morphology based natural language processing tools for Indian languages,"['M Shrivastava', 'N Agrawal', 'B Mohapatra']",The morphological strength of Indian Languages warrant the use of thorough morphological analysis. Morphological analysis should be the first step towards any Indian language processing task. In the process of working towards a Rule-based Part-of-Speech tagger for ,24,1.5,2005,https://www.researchgate.net/profile/Manish_Shrivastava4/publication/265812245_Morphology_Based_Natural_Language_Processing_tools_for_Indian_Languages/links/55b0b48a08ae11d31039cc25/Morphology-Based-Natural-Language-Processing-tools-for-Indian-Languages.pdf
778,Natural language processing techniques in computer-assisted language learning: Status and instructional issues,"['VM Holland', 'JD Kaplan']","The role of natural language processing (NLP) techniques, such as parsing and semantic analysis, is described within current language tutoring systems. Significant trends are distinguished in the exploitation of these techniques, design issues and tradeoffs are ",24,0.9230769230769231,1995,https://link.springer.com/content/pdf/10.1007/BF00896878.pdf
779,Natural language processing for sentiment analysis: an exploratory analysis on tweets,"['WY Chong', 'B Selvaretnam']","In this paper, we present our preliminary experiments on tweets sentiment analysis. This experiment is designed to extract sentiment based on subjects that exist in tweets. It detects the sentiment that refers to the specific subject using Natural Language Processing  ",24,3.4285714285714284,2014,https://ieeexplore.ieee.org/abstract/document/7351837/
780,Learning to understand—General aspects of using self-organizing maps in natural language processing,['T Honkela'],"The Self-Organizing Map (SOM) is an artificial neural network model based on unsupervised learning. In this paper, the use of the SOM in natural language processing is considered. The main emphasis is on natural features of natural language including contextuality of ",24,1.0434782608695652,1998,https://aip.scitation.org/doi/abs/10.1063/1.56323
781,"Assistive technology and artificial intelligence: applications in robotics, user interfaces and natural language processing","['VO Mittal', 'HA Yanco', 'J Aronis', 'RC Simpson']","This book constitutes a carefully arranged selection of revised papers on assistive technology, first presented at related AAAI workshops between 1995 and 1998. The book is devoted to the advancement and use of AI stimulated technology that can help users extend ",24,1.0434782608695652,1998,https://books.google.com/books?hl=en&lr=&id=u_LpTAW7SAcC&oi=fnd&pg=PA1&dq=%22natural+language+processing%22&ots=gYN4reqtD0&sig=vz9rvwHzncbjlaUWVI74jt12cq4
782,Extraction of recommendation features in radiology with natural language processing: exploratory study,"['PA Dang', 'MK Kalra', 'MA Blake']","OBJECTIVE. The purposes of this study were to validate a natural language processing program for extraction of recommendation features, such as recommended time frames and imaging technique, from electronic radiology reports and to assess patterns of ",24,1.8461538461538463,2008,https://www.ajronline.org/doi/abs/10.2214/AJR.07.3508
783,The description of adjectives for natural language processing: Theoretical and applied perspectives,"['P Bouillon', 'E Viegas']","Adjectives constitute a challenging issue for NLP applications.¿ From a syntactic viewpoint, they can be predicative or attributive. From a semantic viewpoint, their sense can vary depending on the context in which they appear. In this paper we present an overview on the ",24,1.0909090909090908,1999,https://www.researchgate.net/profile/Pierrette_Bouillon/publication/2813230_The_Description_of_Adjectives_for_Natural_Language_Processing_Theoretical_and_Applied_Perspectives/links/558bd59b08ae08a56ed1d58d/The-Description-of-Adjectives-for-Natural-Language-Processing-Theoretical-and-Applied-Perspectives.pdf
784,Solving and answering arithmetic and algebraic problems using natural language processing,"['A Mungi', 'J Mustafi']",A method for solving and answering an arithmetic or algebraic problem using natural language processing (NLP) is provided. The method may include receiving an input statement associated with the arithmetic or algebraic problem. The method may also include ,24,4.8,2016,https://patents.google.com/patent/US9495355B2/en
785,Symbiosis of evolutionary techniques and statistical natural language processing,['L Araujo'],"Presents some applications of evolutionary programming to different tasks of natural language processing (NLP). First of all, the work defines a general scheme of application of evolutionary techniques to NLP, which gives the mainstream for the design of the elements ",24,1.411764705882353,2004,https://ieeexplore.ieee.org/abstract/document/1266371/
786,Improving patient cohort identification using natural language processing,"['RF Sarmiento', 'F Dernoncourt']","Retrieving information from structured data tables in a large database may be performed with little to no difficulty, but structured data may not always contain all that is needed to retrieve accurate information compared to narratives from clinical notes. The large volume of ",24,4.8,2016,https://link.springer.com/chapter/10.1007/978-3-319-43742-2_28
787,An Experiment in Ehancing Information Access by Natural Language Processing,"['I Cheng', 'R Wilensky']","We explore the hypothesis that lexical disambiguation could be applied to provide useful information access services. Specifically, we refined a lexical disambiguation method, and used it in a fully automatic categorization algorithm we developed. We also used this method ",24,1.0,1997,https://www2.eecs.berkeley.edu/Pubs/TechRpts/1997/CSD-97-963.pdf
788,Large-scale point-of-interest category prediction using natural language processing models,"['DY Zhang', 'D Wang', 'H Zheng', 'X Mu']",Point-of-Interest (POI) recommendation is an important application in Location-based Social Networks (LBSN). The category prediction problem is to predict the next POI category that users may visit. The predicted category information is critical in large-scale POI ,24,6.0,2017,https://ieeexplore.ieee.org/abstract/document/8258026/
789,Natural language processing using very large corpora,"['S Armstrong', 'KW Church', 'P Isabelle', 'S Manzi']","ABOUT THIS BOOK This book is intended for researchers who want to keep abreast of cur rent developments in corpus-based natural language processing. It is not meant as an introduction to this field; for readers who need one, several entry-level texts are available ",24,3.0,2013,https://books.google.com/books?hl=en&lr=&id=YxjvCAAAQBAJ&oi=fnd&pg=PR7&dq=%22natural+language+processing%22&ots=nvb0JfMHvn&sig=FCJj3OVEgoe_eSHMtsfM2NwhaCk
790,Medical facts to support inferencing in natural language processing,"['TC Rindflesch', 'SV Pakhomov', 'M Fiszman']",We report on the use of medical facts to support the enhancement of natural language processing of biomedical text. Inferencing in semantic interpretation depends on a fact repository as well as an ontology. We used statistical methods to construct a repository of ,24,1.5,2005,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1560850/
791,High Performance Natural Language Processing on Semantic Network Array Processor.,"['H Kitano', 'DI Moldovan', 'S Cha']",This paper describes a natural language processing system developed for the Semantic Network Array Processor (SNAP). The goal of our work is to develop a scalable and high-performance natural language processing system which utilizes the high degree of ,24,0.8,1991,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.77.4063&rep=rep1&type=pdf
792,Application of a natural language processing algorithm to asthma ascertainment. An automated chart review,"['CI Wi', 'S Sohn', 'MC Rolfes', 'A Seabright']",Rationale: Difficulty of asthma ascertainment and its associated methodologic heterogeneity have created significant barriers to asthma care and research. Objectives: We evaluated the validity of an existing natural language processing (NLP) algorithm for asthma criteria to ,24,6.0,2017,https://www.atsjournals.org/doi/abs/10.1164/rccm.201610-2006OC
793,"Natural Language Processing in Virtual Reality Training Environments,” Modern Simulation and Training","['CI Guinn', 'RJ Montoya']","Technological advances in areas such as transportation, communications, and science are rapidly changing our world--the rate of change will only increase in the 21st century. Innovations in training will be needed to meet these new requirements. Not only must ",24,1.0434782608695652,1998,http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.137.5687
794,Distributed symbol discovery through symbol recirculation: Toward natural language processing in a distributed connectionist network,"['MG Dyer', 'M Flowers', 'YJA Wang']","The standard position in both Al and linguistics, that natural language processing (NLP) is highly symbolic in nature, has recently come under critical review (eg Churchland & Sejnowski, 1989; Dreyfus & Dreyfus, 1988; Reeke & Edelman, 1988; Smolensky, 1988b) ",24,0.8275862068965517,1992,https://books.google.com/books?hl=en&lr=&id=bHe3DAAAQBAJ&oi=fnd&pg=PA21&dq=%22natural+language+processing%22&ots=bkfIyfPMmM&sig=AVBkcgYvnWfeFReAVGzzCP1xvic
795,Automatic determination of the need for intravenous contrast in musculoskeletal MRI examinations using IBM Watson's natural language processing algorithm,"['H Trivedi', 'J Mesterhazy', 'B Laguna', 'T Vu']","Magnetic resonance imaging (MRI) protocoling can be time-and resource-intensive, and protocols can often be suboptimal dependent upon the expertise or preferences of the protocoling radiologist. Providing a best-practice recommendation for an MRI protocol has ",24,8.0,2018,https://link.springer.com/article/10.1007/s10278-017-0021-3
796,Prediction of emergency department hospital admission based on natural language processing and neural networks,"['X Zhang', 'J Kim', 'RE Patzer', 'SR Pitts', 'A Patzer']",Objective: To describe and compare logistic regression and neural network modeling strategies to predict hospital admission or transfer following initial presentation to Emergency Department (ED) triage with and without the addition of natural language  ,24,6.0,2017,https://www.researchgate.net/profile/Xingyu_Zhang4/publication/319142674_Prediction_of_Emergency_Department_Hospital_Admission_Based_on_Natural_Language_Processing_and_Neural_Networks/links/59a20c21aca2726b90166df0/Prediction-of-Emergency-Department-Hospital-Admission-Based-on-Natural-Language-Processing-and-Neural-Networks.pdf
797,System and method for delivering targeted advertisements and/or providing natural language processing based on advertisements,"['T Freeman', 'M Kennewick']","The system and method described herein may use various natural language models to deliver targeted advertisements and/or provide natural language processing based on advertisements. In one implementation, an advertisement associated with a product or ",24,4.8,2016,https://patents.google.com/patent/US9406078B2/en
798,Natural language processing and clinical outcomes: the promise and progress of NLP for improved care,['H Townsend'],The emergence of electronic health records (EHRs) has necessitated the use of innovative technologies to facilitate the transition from paper-based records for healthcare providers. Natural language processing (NLP) is one technology providers are turning to for improving ,24,3.0,2013,http://library.ahima.org/xpedio/groups/public/documents/ahima/bok1_050082.hcsp
799,Natural language processing system and method,"['M Wroczyński', 'T Krupa', 'G Leliwa', 'P Wiacek']","A natural language processing system is disclosed herein. Embodiments of the NLP system perform hand-written rule-based operations that do not rely on a trained corpus. Rules can be added or modified at any time to improve accuracy of the system, and to allow the same ",24,4.0,2015,https://patents.google.com/patent/US9152623B2/en
800,Semantic biomedical resource discovery: a Natural Language Processing framework,"['P Sfakianaki', 'L Koumakis', 'S Sfakianakis']","Background A plethora of publicly available biomedical resources do currently exist and are constantly increasing at a fast rate. In parallel, specialized repositories are been developed, indexing numerous clinical and biomedical tools. The main drawback of such repositories is ",23,3.8333333333333335,2015,https://link.springer.com/article/10.1186/s12911-015-0200-4
801,Identification and detection of phishing emails using natural language processing techniques,"['S Aggarwal', 'V Kumar', 'SD Sudarsan']","Phishing refers to fraudulent social engineering techniques used to elicit sensitive information from unsuspecting victims. In this paper, our scheme is aimed at detecting phishing mails which do not contain any links but bank on the victim's curiosity by luring ",23,3.2857142857142856,2014,https://dl.acm.org/doi/abs/10.1145/2659651.2659691
802,Validation of psoriatic arthritis diagnoses in electronic medical records using natural language processing,"['TJ Love', 'T Cai', 'EW Karlson']","Objectives To test whether data extracted from full text patient visit notes from an electronic medical record would improve the classification of psoriatic arthritis (PsA) compared with an algorithm based on codified data. Methods From the> 1,350,000 adults in a large academic ",23,2.3,2011,https://www.sciencedirect.com/science/article/pii/S0049017210000752
803,Automated clinical indicator recognition with natural language processing,"['R Sheffer', 'M Morsch', 'M Wieczorek']","Computer-based, natural language processing systems and methods are provided for review of clinical documentation and other medical records, and for clinical documentation improvement. The systems and methods are configured to analyze received diagnoses ",23,23.0,2020,https://patents.google.com/patent/US10541053B2/en
804,Natural language processing: semantic aspects,"['E Kapetanios', 'D Tatar', 'C Sacarea']","This book introduces the semantic aspects of natural language processing and its applications. Topics covered include: measuring word meaning similarity, multi-lingual querying, and parametric theory, named entity recognition, semantics, query language, and ",23,2.875,2013,https://books.google.com/books?hl=en&lr=&id=Wm3SBQAAQBAJ&oi=fnd&pg=PP1&dq=%22natural+language+processing%22&ots=sA5oNXfDcl&sig=nGSrDRW1tXH7eF-_YAekDRqQsDA
805,The role of object primitives in natural language processing,"['WG Lehnert', 'MH Bursteln']","ABSTRACT A computer program, OPUS, is described which uses a set of Object Primitives to represent knowledge of physical objects and provide an organizing structure for associative memory. OPUS applies this representational system to the problem of analyzing ",23,0.5476190476190477,1979,https://dl.acm.org/doi/abs/10.5555/1624861.1624980
806,Analysis of the combination of natural language processing and search engine technology,"['X Yue', 'G Di', 'Y Yu', 'W Wang', 'H Shi']","Faced with the magnanimous information, users have to use search engine. This article firstly introduces the concept, current situation and process of natural language processing (NLP) and the effect of natural language processing in search engine. Then, in terms of ",23,2.5555555555555554,2012,https://www.sciencedirect.com/science/article/pii/S1877705812001968
807,Clinical natural language processing in 2014: foundational methods supporting efficient healthcare,"['A Névéol', 'P Zweigenbaum']",Objective To summarize recent research and present a selection of the best papers published in 2014 in the field of clinical Natural Language Processing (NLP). Method A systematic review of the literature was performed by the two section editors of the IMIA ,23,3.8333333333333335,2015,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc4587052/
808,Natural language processing in pathology: a scoping review,"['G Burger', 'A Abu']","Background Encoded pathology data are key for medical registries and analyses, but pathology information is often expressed as free text. Objective We reviewed and assessed the use of NLP (natural language processing) for encoding pathology documents. Materials ",23,4.6,2016,https://jcp.bmj.com/content/69/11/949.short
809,"Identifying disaster-related tweets and their semantic, spatial and temporal context using deep learning, natural language processing and spatial analysis: a case ","['MA Sit', 'C Koylu', 'I Demir']","We introduce an analytical framework for analyzing tweets to (1) identify and categorize fine-grained details about a disaster such as affected individuals, damaged infrastructure and disrupted services;(2) distinguish impact areas and time periods, and relative prominence of ",23,11.5,2019,https://www.tandfonline.com/doi/abs/10.1080/17538947.2018.1563219
810,Lips: An ide for model driven engineering based on natural language processing,"['O Keszocze', 'M Soeken', 'E Kuksa']","Combining both, state-of-the art natural language processing (NLP) algorithms and semantic information offered by a variety of ontologies and databases, efficient methods have been proposed that assist system designers in automatically translating text-based ",23,2.875,2013,https://ieeexplore.ieee.org/abstract/document/6611718/
811,Contextual natural language processing and DAML for understanding software requirements specifications,"['BS Lee', 'BR Bryant']","In software engineering a system requirements document written in a natural language (NL) needs to be translated into one of the formal specification languages for system execution. When this translation is to be automated, resolution of the ambiguity in the document and ",23,1.2105263157894737,2002,https://www.aclweb.org/anthology/C02-1124.pdf
812,WHAT: An XSLT-based infrastructure for the integration of natural language processing components,['U Schäfer'],The idea of the Whiteboard project is to integrate deep and shallow natural language processing components in order to benefit from their synergy. The project came up with the first fully integrated hybrid system consisting of a fast HPSG parser that utilizes tokenization ,23,1.2777777777777777,2003,https://www.aclweb.org/anthology/W03-0802.pdf
813,Connecting wikis and natural language processing systems,"['R Witte', 'T Gitzinger']","We investigate the integration of Wiki systems with automated natural language processing (NLP) techniques. The vision is that of a"" self-aware"" Wiki system reading, understanding, transforming, and writing its own content, as well as supporting its users in information ",23,1.6428571428571428,2007,https://dl.acm.org/doi/abs/10.1145/1296951.1296969
814,Language engineering: the real bottle neck of natural language processing,['M Nagao'],"2. The data involve many (and messy) details. LTs are prematurely fond of simplicity. For example: punctuation is very important for processing real text, but LTs have nothing to say about it.(This is actually strange, since punctuation represents--to some extent--intonational ",23,0.696969696969697,1988,https://dl.acm.org/doi/pdf/10.3115/991719.991727
815,The hierarchical organization of predicate frames for interpretive mapping in natural language processing.,['T Mitamura'],Degree: Ph. D. DegreeYear: 1989 Institute: University of Pittsburgh The purpose of this thesis is to develop a methodology for constructing a hierarchical organization of predicate frames for interpretive mapping in knowledge-based machine translation. Interpretive ,23,0.7666666666666667,1991,https://elibrary.ru/item.asp?id=5876442
